,outcome,sumfg,sumfg3,sumft,sumorb,sumast,sumpts,sumdrb,sumstl,sumblk,Offensive Effort,Defensive Effort
5679,1,40,11,25,18,19,116,36,8,4,1,1
5680,0,40,14,14,11,23,108,30,9,5,1,0
5681,1,37,11,35,10,18,120,39,4,5,0,0
5682,0,42,11,21,17,26,116,40,9,2,0,1
5683,1,42,14,22,7,23,120,33,7,6,0,0
5684,1,41,9,26,22,18,117,41,12,6,0,1
5685,0,42,12,20,13,30,116,35,8,3,1,0
5686,1,46,10,22,13,33,124,33,10,6,1,1
5687,0,37,16,21,13,20,111,23,10,4,0,0
5688,1,49,23,15,4,27,136,44,10,4,0,0
5689,0,39,16,19,14,28,113,36,10,5,1,0
5690,1,46,17,14,7,39,123,33,10,2,1,1
5691,0,40,14,22,15,19,116,30,7,0,0,0
5692,1,41,17,21,6,17,120,38,4,4,0,1
5693,0,46,6,21,6,26,119,37,9,3,0,0
5694,1,39,13,25,9,25,116,37,5,10,1,1
5695,0,40,9,22,10,17,111,35,12,3,0,0
5696,0,39,9,12,5,27,99,29,10,9,0,0
5697,1,52,17,12,14,36,133,39,15,4,1,1
5698,1,41,6,20,12,26,108,36,6,4,1,0
5699,0,37,19,11,9,24,104,30,6,6,0,0
5700,1,36,13,23,4,20,108,24,13,5,0,1
5701,0,41,9,12,20,21,103,36,9,2,1,0
5702,1,38,14,5,7,28,95,41,9,3,1,0
5703,0,35,10,6,7,20,86,34,11,4,0,1
5704,0,46,9,12,18,26,113,31,4,3,0,1
5705,1,40,13,22,7,31,115,32,3,2,1,0
5706,0,35,12,23,7,22,105,23,11,4,0,0
5707,1,41,13,25,11,21,120,33,9,5,1,1
5708,0,37,9,21,8,28,104,25,10,10,0,0
5709,1,48,10,12,23,24,118,38,11,5,1,1
5710,1,37,11,17,10,17,102,39,10,4,1,1
5711,0,36,10,16,5,24,98,39,5,2,0,0
5712,1,35,14,19,5,23,103,23,12,5,1,1
5713,0,31,6,21,11,21,89,36,6,1,0,0
5714,1,45,14,11,7,39,115,36,11,6,0,1
5715,0,37,17,17,11,24,108,38,5,2,1,0
5716,0,39,11,15,4,22,104,27,12,3,0,0
5717,1,49,16,8,11,34,122,29,9,4,1,1
5718,1,44,18,9,9,31,115,38,6,1,1,0
5719,0,39,11,17,11,21,106,36,9,2,0,1
5720,0,39,12,14,17,21,104,30,7,5,0,1
5721,1,41,19,14,10,22,115,33,6,4,1,0
5722,0,37,15,24,11,25,113,31,6,4,0,0
5723,1,50,17,16,12,33,133,42,7,7,1,1
5724,0,48,14,21,9,31,131,30,6,1,0,0
5725,1,47,18,24,12,29,136,29,10,3,1,1
5726,0,50,14,7,13,28,121,32,14,5,1,1
5727,1,40,16,28,10,26,124,41,5,4,0,0
5728,0,40,10,16,14,28,106,35,2,6,1,0
5729,1,42,9,17,12,21,110,33,6,8,0,1
5730,1,49,11,13,14,24,122,30,6,5,0,1
5731,0,43,14,14,9,31,114,36,2,3,1,0
5732,0,36,10,28,15,28,110,33,7,3,0,0
5733,1,46,17,14,5,32,123,37,7,5,1,1
5734,0,32,9,21,9,22,94,26,3,3,1,0
5735,1,39,6,20,14,17,104,37,6,0,0,1
5736,0,41,9,13,17,27,104,33,6,3,0,0
5737,1,45,18,21,16,30,129,36,13,8,1,1
5738,0,40,9,8,13,19,97,28,10,9,0,1
5739,1,42,10,5,12,20,99,36,6,5,1,0
5740,1,48,24,20,8,39,140,41,6,3,1,0
5741,0,43,14,11,9,26,111,27,12,3,0,0
5742,1,33,12,21,10,22,99,36,6,5,1,0
5743,0,33,5,11,8,20,82,38,10,5,0,1
5744,0,42,11,14,6,27,109,36,2,4,0,0
5745,1,43,14,15,8,22,115,36,7,4,1,0
5746,1,49,5,26,9,28,129,29,13,4,1,1
5747,0,41,13,26,7,26,121,26,3,5,0,0
5748,0,38,17,18,9,22,111,36,10,8,0,1
5749,1,42,16,17,10,24,117,34,8,4,1,0
5750,1,36,12,14,15,23,98,40,11,7,1,0
5751,0,33,9,15,14,21,90,38,11,7,0,0
5752,0,40,12,14,14,22,106,33,9,3,0,1
5753,1,43,12,18,10,26,116,32,8,4,1,0
5754,1,37,19,22,14,29,115,36,3,3,1,0
5755,0,33,15,28,8,18,109,28,8,4,0,1
5756,1,39,8,22,10,20,108,38,8,5,1,1
5757,0,38,11,15,10,15,102,37,6,1,0,0
5758,1,40,9,25,10,15,114,38,10,2,0,1
5759,0,40,10,21,9,18,111,32,9,6,0,0
5760,0,34,10,10,10,23,88,29,7,3,0,0
5761,1,48,10,12,18,31,118,43,8,9,1,1
5762,0,37,7,15,8,22,96,35,12,6,0,1
5763,1,35,8,23,8,20,101,38,7,5,0,0
5764,0,38,17,12,8,22,105,30,5,10,0,0
5765,1,40,18,10,11,23,108,31,8,1,1,1
5766,0,31,6,21,8,20,89,41,5,7,0,0
5767,1,44,10,8,21,22,106,42,5,7,1,0
5768,0,42,6,19,14,23,109,35,8,5,1,1
5769,1,44,16,17,13,21,121,32,6,3,0,0
5770,1,48,15,19,10,34,130,31,11,3,1,0
5771,0,45,7,25,10,28,122,31,8,5,0,0
5772,1,47,12,15,5,32,121,36,5,7,1,1
5773,0,40,11,20,12,21,111,35,6,3,0,0
5774,1,49,17,15,11,34,130,44,6,4,1,1
5775,0,37,12,20,7,17,106,33,6,3,0,0
5776,0,43,13,19,13,29,118,41,3,0,0,0
5777,1,50,17,17,8,37,134,39,14,4,1,1
5778,1,50,17,18,8,39,135,37,12,8,1,1
5779,0,36,15,18,13,26,105,32,10,4,0,0
5780,1,45,8,21,12,28,119,37,7,4,1,1
5781,0,38,9,15,11,22,100,28,6,6,0,0
5782,1,39,17,19,8,22,114,35,7,3,1,0
5783,0,37,16,11,16,22,101,35,8,5,0,1
5784,1,45,12,20,19,26,122,29,11,7,1,1
5785,0,39,17,13,7,23,108,33,3,4,0,0
5786,1,36,12,15,9,26,99,36,8,8,1,1
5787,0,29,11,6,11,13,75,29,8,4,0,0
5788,1,44,16,10,13,29,114,36,10,3,1,0
5789,0,35,12,24,14,21,106,39,6,4,0,1
5790,1,38,10,11,7,23,97,42,7,6,0,1
5791,0,29,14,20,8,25,92,36,6,9,1,0
5792,1,44,14,23,5,30,125,33,9,7,1,1
5793,0,40,15,18,9,20,113,30,6,3,0,0
5794,0,39,10,20,14,16,108,35,7,6,0,0
5795,1,44,12,23,16,26,123,40,9,11,1,1
5796,1,44,22,13,11,33,123,38,9,1,1,0
5797,0,30,14,26,6,24,100,29,10,1,0,0
5798,1,47,8,19,13,26,121,42,8,8,1,0
5799,0,46,13,14,12,33,119,32,12,8,0,0
5800,0,39,11,10,8,23,99,31,8,3,0,1
5801,1,44,16,9,7,28,113,41,4,2,1,0
5802,0,32,7,11,8,21,82,34,9,3,0,0
5803,1,39,10,8,22,24,96,32,16,5,1,1
5804,0,46,14,17,10,31,123,35,5,6,0,0
5805,1,55,15,16,18,37,141,38,10,10,1,1
5806,0,35,7,16,6,19,93,33,6,2,0,0
5807,1,44,12,6,13,24,106,34,5,4,1,1
5808,0,45,14,15,14,26,119,27,6,7,0,0
5809,1,47,11,22,10,33,127,37,10,10,1,1
5810,1,37,13,12,18,28,99,35,7,2,1,0
5811,0,38,9,10,11,29,95,30,9,7,0,1
5812,0,38,9,15,9,18,100,33,9,6,0,0
5813,1,36,11,19,12,23,102,42,1,6,1,0
5814,1,37,17,12,10,26,103,38,6,5,1,0
5815,0,33,7,15,8,20,88,38,8,5,0,0
5816,0,34,12,21,7,20,101,28,5,5,0,0
5817,1,36,14,19,15,18,105,31,8,3,1,1
5818,1,35,8,23,12,17,101,41,10,6,0,0
5819,0,36,11,15,10,22,98,37,10,6,1,0
5820,1,38,13,14,13,23,103,35,12,3,1,1
5821,0,37,13,12,7,25,99,41,7,2,0,0
5822,1,48,19,11,9,30,126,30,9,7,1,0
5823,0,44,11,17,10,23,116,30,9,4,0,0
5824,0,30,13,18,7,18,91,32,8,7,0,0
5825,1,43,10,15,14,23,111,33,14,7,1,1
5826,1,40,13,18,9,23,111,40,7,9,1,1
5827,0,39,8,10,13,19,96,30,7,7,0,0
5828,0,42,12,12,12,23,108,30,9,6,0,0
5829,1,40,15,19,11,23,114,36,8,9,0,1
5830,1,43,10,13,14,29,109,34,6,8,0,1
5831,0,39,14,16,15,20,108,28,10,3,1,0
5832,1,50,18,15,14,33,133,47,13,4,1,1
5833,0,30,6,21,15,17,87,26,9,7,0,0
5834,0,32,4,17,13,24,85,43,4,2,1,0
5835,1,34,10,9,3,23,87,28,12,4,0,1
5836,0,35,13,25,4,25,108,41,8,5,0,0
5837,1,44,14,14,11,30,116,38,11,8,1,1
5838,0,42,18,23,9,27,125,23,11,4,0,1
5839,1,42,16,28,9,33,128,29,6,1,0,0
5840,1,35,11,18,10,25,99,29,10,2,1,0
5841,0,36,8,15,22,15,95,25,11,3,0,1
5842,0,47,11,13,9,23,118,32,5,1,0,0
5843,1,47,11,17,7,29,122,35,3,7,0,1
5844,0,31,13,16,6,20,91,31,8,3,0,0
5845,1,43,16,13,10,28,115,44,7,4,1,1
5846,1,49,17,23,7,35,138,34,11,4,1,1
5847,0,38,11,25,10,22,112,25,5,6,0,0
5848,1,40,18,21,7,23,119,30,6,5,0,0
5849,0,40,7,13,11,27,100,26,6,5,0,0
5850,0,32,8,13,5,16,85,34,6,2,0,0
5851,1,42,12,12,11,24,108,43,5,4,1,1
5852,1,46,10,7,7,29,109,35,9,3,1,1
5853,0,34,12,18,3,18,98,30,3,3,0,0
5854,0,42,16,16,15,25,116,30,6,3,0,0
5855,1,49,11,16,8,28,125,37,8,7,0,1
5856,1,45,16,22,4,23,128,44,5,7,0,1
5857,0,43,17,21,9,27,124,34,10,5,1,0
5858,1,43,11,14,7,28,111,43,6,3,1,1
5859,0,34,16,7,4,11,91,28,7,2,0,0
5860,0,41,11,13,18,31,106,31,6,6,1,0
5861,1,43,10,16,6,26,112,36,6,4,0,0
5862,0,41,7,20,21,16,109,29,7,11,0,0
5863,1,47,20,16,9,32,130,29,8,7,1,0
5864,1,52,21,15,6,35,140,34,7,3,1,0
5865,0,39,13,17,11,28,108,23,11,5,0,1
5866,1,42,8,24,16,22,116,40,10,7,1,1
5867,0,41,15,11,12,23,108,34,4,8,0,0
5868,0,33,16,17,12,20,99,37,9,2,0,0
5869,1,44,18,12,5,29,118,49,10,7,1,1
5870,0,31,10,17,5,19,89,41,2,7,0,0
5871,1,43,14,13,13,23,113,44,8,4,1,1
5872,0,37,10,12,10,26,96,26,4,5,0,0
5873,1,53,19,13,9,39,138,38,12,5,1,1
5874,0,40,12,17,11,28,109,33,9,5,0,0
5875,1,45,15,11,4,32,116,39,9,4,1,0
5876,1,38,8,19,9,22,103,34,7,6,0,1
5877,0,28,11,20,16,18,87,30,5,4,1,0
5878,0,34,13,13,9,20,94,33,9,7,0,1
5879,1,40,11,21,12,24,112,39,8,6,1,0
5880,1,47,8,10,8,30,112,44,8,1,1,0
5881,0,34,7,10,10,19,85,31,8,6,0,0
5882,0,38,16,26,9,26,118,25,6,6,0,0
5883,1,41,14,28,9,30,124,28,6,5,1,0
5884,0,37,11,14,7,20,99,37,4,4,0,0
5885,1,38,14,21,7,26,111,33,12,4,1,0
5886,0,44,13,13,13,25,114,37,7,4,0,0
5887,1,48,13,17,13,33,126,40,8,7,1,1
5888,1,46,8,14,12,24,114,34,7,3,1,0
5889,0,42,15,10,10,22,109,37,6,5,0,1
5890,0,40,16,12,4,23,108,27,5,5,0,1
5891,1,42,13,20,11,24,117,33,2,0,1,0
5892,1,44,9,17,17,27,114,33,6,6,0,1
5893,0,44,12,12,7,31,112,25,3,3,0,0
5894,1,46,12,16,9,30,120,35,5,5,1,1
5895,0,40,9,16,12,27,105,23,9,3,0,0
5896,1,32,12,32,12,16,108,35,6,3,1,0
5897,0,37,7,11,5,16,92,32,7,3,0,0
5898,1,47,23,16,9,35,133,42,9,2,1,1
5899,0,36,10,14,8,21,96,33,4,3,0,0
5900,0,33,9,23,12,24,98,31,10,4,0,0
5901,1,40,13,16,6,24,109,37,5,5,0,1
5902,0,26,12,32,9,19,96,32,8,8,0,0
5903,1,40,12,11,16,25,103,34,7,8,1,0
5904,1,40,9,18,11,28,107,26,6,4,0,0
5905,0,36,10,20,14,17,102,37,4,5,1,1
5906,0,38,12,6,21,24,94,33,8,4,1,0
5907,1,34,11,22,15,19,101,39,6,5,0,1
5908,1,39,13,24,8,19,115,31,13,2,0,0
5909,0,39,12,20,10,20,110,33,4,3,0,1
5910,0,42,11,7,6,32,102,33,5,2,0,0
5911,1,44,15,22,9,26,125,42,8,5,1,1
5912,0,38,9,23,5,25,108,27,6,2,0,0
5913,1,51,11,22,11,30,135,40,4,7,1,1
5914,0,32,13,22,7,20,99,40,6,3,0,0
5915,1,45,16,13,6,30,119,41,8,9,1,1
5916,1,41,16,20,4,22,118,43,6,3,0,1
5917,0,41,12,18,7,26,112,30,16,2,0,0
5918,1,38,15,30,10,25,121,36,7,8,1,1
5919,0,39,16,20,9,21,114,33,8,4,0,0
5920,1,38,10,18,5,22,104,42,6,4,1,0
5921,0,36,9,11,8,23,92,33,10,4,0,0
5922,0,41,12,13,8,27,107,27,11,4,0,1
5923,1,42,11,19,8,26,114,32,7,3,0,0
5924,1,35,12,22,11,28,104,36,10,7,1,0
5925,0,36,11,19,5,20,102,37,10,2,0,0
5926,0,50,13,20,15,30,133,26,8,4,0,0
5927,1,45,18,31,8,32,139,29,7,7,1,1
5928,1,38,11,14,10,15,101,35,7,5,0,0
5929,0,31,12,21,8,21,95,36,6,6,1,1
5930,0,40,13,13,9,24,106,34,10,7,0,0
5931,1,47,10,15,10,29,119,38,14,7,1,1
5932,1,38,9,19,13,20,104,36,11,8,0,1
5933,0,37,13,12,15,24,99,30,9,5,1,0
5934,1,36,14,11,6,23,97,33,6,2,1,0
5935,0,32,12,11,14,22,87,39,7,4,0,1
5936,0,34,8,12,10,21,88,40,9,7,0,0
5937,1,37,7,17,11,20,98,44,9,8,1,1
5938,1,49,9,14,12,29,121,33,9,5,0,1
5939,0,41,9,16,13,21,107,34,3,2,0,0
5940,0,35,7,21,10,19,98,32,9,3,0,0
5941,1,42,9,24,9,25,117,40,7,6,1,1
5942,0,30,9,17,11,18,86,39,4,5,0,0
5943,1,34,14,20,13,26,102,41,12,3,1,1
5944,1,35,13,29,8,21,112,30,10,6,0,0
5945,0,37,12,24,11,21,110,33,6,7,0,1
5946,1,45,15,29,8,34,134,31,7,9,1,1
5947,0,42,17,21,16,21,122,29,10,3,0,0
5948,0,39,14,10,8,27,102,30,8,3,0,0
5949,1,42,16,11,11,27,111,36,6,6,1,1
5950,1,47,10,13,7,25,117,30,7,4,0,0
5951,0,40,9,15,9,27,104,29,7,4,1,0
5952,1,37,9,19,10,23,102,35,5,0,1,0
5953,0,35,8,20,16,17,98,28,11,1,0,1
5954,1,48,13,21,13,32,130,31,9,3,0,0
5955,0,52,15,9,12,35,128,35,6,3,1,0
5956,1,44,11,12,14,28,111,34,6,8,1,1
5957,0,40,11,13,12,23,104,28,4,7,0,0
5958,1,37,12,18,9,24,104,34,12,6,1,1
5959,0,33,14,12,10,19,92,33,7,6,0,0
5960,0,44,9,17,16,26,114,31,10,8,0,1
5961,1,46,13,21,13,29,126,43,7,6,1,0
5962,0,40,18,12,9,26,110,34,4,4,1,0
5963,1,45,10,23,6,21,123,38,7,8,0,1
5964,1,46,15,26,13,27,133,28,3,6,1,0
5965,0,44,12,31,8,22,131,27,4,8,0,1
5966,0,38,8,12,14,20,96,32,5,2,0,0
5967,1,47,15,9,11,32,118,39,9,13,1,1
5968,1,41,22,12,12,24,116,32,4,3,0,0
5969,0,42,10,17,11,26,111,38,7,5,1,1
5970,1,47,8,17,7,23,119,29,5,4,0,0
5971,0,41,10,26,13,23,118,27,6,8,1,1
5972,0,37,11,16,10,19,101,40,1,3,0,1
5973,1,39,8,23,5,25,109,35,13,1,1,0
5974,0,42,9,24,15,28,117,38,11,6,1,1
5975,1,41,15,24,13,23,121,35,12,3,0,0
5976,1,38,11,15,3,27,102,32,10,2,1,0
5977,0,29,9,24,14,21,91,34,6,5,0,1
5978,1,38,14,20,6,26,110,30,3,1,0,0
5979,0,41,15,11,11,30,108,22,8,1,1,0
5980,0,37,11,20,8,25,105,34,7,7,1,1
5981,1,36,16,21,7,20,109,35,6,4,0,0
5982,1,45,17,14,16,34,121,46,8,5,1,1
5983,0,37,12,12,15,20,98,37,6,2,0,0
5984,0,43,13,19,10,34,118,27,6,6,0,0
5985,1,43,11,25,13,19,122,35,11,10,0,1
5986,1,39,10,17,7,25,105,34,4,9,0,1
5987,0,38,10,17,8,25,103,31,10,3,0,0
5988,0,31,7,21,6,21,90,43,4,4,1,1
5989,1,34,6,20,11,20,94,42,3,3,0,0
5990,1,42,13,19,8,23,116,37,12,4,1,1
5991,0,36,11,22,3,23,105,32,6,9,0,0
5992,1,40,11,11,10,21,102,39,5,0,0,0
5993,0,38,10,15,13,23,101,31,7,3,1,1
5994,1,48,9,12,12,24,117,41,3,5,0,0
5995,0,37,8,20,16,24,102,33,3,7,0,0
5996,0,38,13,12,9,22,101,31,6,4,1,0
5997,1,36,10,29,7,22,111,37,3,7,0,1
5998,1,42,11,14,11,20,109,29,10,4,0,1
5999,0,43,11,8,11,29,105,34,3,3,0,0
6000,1,35,6,18,15,22,94,39,5,6,1,1
6001,0,33,12,9,11,16,87,30,14,3,0,0
6002,1,45,21,22,9,19,133,34,12,0,0,0
6003,0,51,15,10,13,29,127,35,4,2,1,1
6004,0,37,10,19,12,19,103,32,5,5,0,0
6005,1,47,7,12,14,34,113,37,11,8,1,1
6006,1,40,15,18,7,25,113,38,12,6,1,0
6007,0,34,4,19,11,23,91,43,6,6,0,0
6008,1,36,9,23,9,22,104,33,10,12,1,1
6009,0,37,4,13,21,20,91,29,10,3,0,0
6010,1,44,12,17,8,29,117,26,8,1,1,0
6011,0,42,11,16,4,28,111,30,4,5,0,1
6012,1,36,13,9,10,19,94,30,8,5,1,1
6013,0,31,11,19,17,17,92,34,7,2,0,0
6014,0,36,11,24,7,20,107,31,7,1,0,0
6015,1,40,15,18,6,31,113,33,9,3,1,1
6016,0,48,15,14,16,27,125,32,4,1,1,0
6017,1,48,14,26,10,24,136,27,11,7,0,1
6018,0,34,14,20,6,20,102,34,7,6,0,1
6019,1,39,16,16,15,26,110,37,6,4,1,0
6020,0,33,5,24,11,10,95,33,3,4,0,0
6021,1,42,12,18,3,31,114,32,7,8,1,1
6022,1,44,7,20,13,22,115,34,5,3,1,1
6023,0,42,10,15,12,30,109,31,4,5,0,0
6024,1,45,18,6,10,31,114,37,8,7,0,0
6025,0,39,18,9,15,28,105,28,15,8,0,1
6026,1,40,19,17,11,26,116,46,5,3,1,0
6027,0,33,8,13,9,20,87,35,8,6,0,1
6028,1,35,13,12,12,29,95,39,7,1,1,0
6029,0,35,12,11,11,21,93,34,11,1,0,0
6030,0,38,19,18,10,26,113,31,5,7,0,0
6031,1,41,6,29,12,23,117,33,7,4,1,1
6032,1,41,15,14,10,31,111,41,7,9,0,1
6033,0,38,16,18,10,26,110,34,9,5,0,0
6034,1,47,13,8,18,28,115,33,10,5,1,1
6035,0,40,14,15,7,16,109,31,11,3,0,0
6036,1,51,20,6,17,32,128,50,6,6,1,0
6037,0,29,6,11,15,15,75,30,7,8,0,1
6038,0,37,7,15,18,20,96,36,5,2,0,0
6039,1,42,12,10,5,23,106,28,12,9,1,1
6040,1,36,11,27,16,25,110,40,7,1,0,0
6041,0,41,12,11,9,25,105,27,14,5,0,1
6042,0,32,10,18,10,17,92,29,9,4,0,1
6043,1,49,17,15,12,31,130,46,8,2,1,0
6044,0,39,9,17,18,21,104,27,8,3,0,0
6045,1,58,12,6,11,38,134,38,8,5,1,1
6046,0,40,9,18,11,26,107,28,5,7,0,0
6047,1,39,10,29,14,26,117,30,4,8,1,1
6048,1,36,14,23,11,21,109,38,8,10,0,1
6049,0,37,16,17,15,26,107,35,4,2,1,0
6050,0,40,10,23,9,25,113,28,7,2,0,0
6051,1,43,16,23,7,27,125,35,6,7,1,1
6052,1,39,11,27,12,28,116,36,9,5,1,0
6053,0,37,9,32,10,25,115,42,4,7,0,1
6054,1,48,12,13,6,29,121,42,9,2,0,1
6055,0,39,12,14,10,23,104,32,6,3,0,0
6056,0,43,12,20,6,26,118,32,6,3,0,0
6057,1,42,15,25,12,27,124,36,8,2,1,1
6058,1,46,7,12,10,32,111,35,2,1,1,0
6059,0,38,12,17,8,24,105,26,8,5,0,1
6060,1,41,19,14,12,27,115,29,11,3,1,0
6061,0,37,9,16,10,22,99,31,7,3,0,0
6062,1,54,24,26,8,37,158,28,9,5,1,1
6063,0,44,10,28,17,33,126,24,9,3,0,0
6064,1,37,16,20,7,30,110,31,8,3,1,0
6065,0,35,15,11,15,24,96,29,8,4,0,0
6066,1,36,15,24,8,20,111,41,7,1,0,0
6067,0,38,9,17,8,29,102,31,9,3,0,1
6068,1,48,16,20,6,35,132,39,6,6,1,1
6069,0,42,14,14,3,27,112,35,4,1,0,0
6070,1,46,7,19,12,24,118,32,9,9,0,1
6071,0,43,9,15,13,30,110,26,9,7,1,0
6072,1,40,7,18,9,14,105,35,6,7,1,1
6073,0,34,12,17,8,20,97,31,6,4,0,0
6074,1,44,21,15,10,31,124,37,8,3,1,0
6075,0,42,10,21,10,22,115,31,10,4,0,1
6076,0,36,6,9,9,19,87,33,7,9,0,0
6077,1,41,13,10,3,30,105,38,8,5,1,1
6078,1,41,12,14,9,19,108,34,10,11,1,1
6079,0,30,7,25,16,15,92,36,5,8,0,0
6080,1,43,11,20,11,25,117,39,4,5,0,1
6081,0,38,15,23,12,19,114,32,7,3,1,0
6082,0,38,10,24,5,25,110,33,6,3,1,0
6083,1,46,17,16,4,20,125,30,10,4,0,1
6084,1,46,9,18,8,27,119,34,9,7,0,1
6085,0,37,17,18,11,20,109,26,10,3,0,0
6086,0,41,9,23,9,22,114,28,7,3,0,0
6087,1,40,15,26,12,28,121,39,6,3,1,0
6088,1,41,14,27,11,27,123,36,11,1,1,1
6089,0,39,14,16,11,21,108,34,6,4,0,0
6090,1,41,12,22,9,29,116,34,9,4,1,0
6091,0,35,5,30,14,23,105,29,14,4,0,0
6092,1,41,13,18,19,25,113,41,7,6,1,0
6093,0,43,14,10,10,22,110,33,12,6,0,0
6094,0,32,10,29,14,23,103,27,10,9,0,1
6095,1,41,12,25,8,28,119,39,5,7,1,0
6096,0,44,14,22,8,20,124,30,7,6,0,1
6097,1,43,20,28,10,36,134,39,4,2,1,0
6098,0,46,8,22,4,22,122,33,5,2,0,1
6099,1,50,16,15,10,35,131,34,3,1,1,0
6100,1,51,16,14,11,31,132,35,8,7,1,0
6101,0,40,9,16,10,25,105,37,1,7,0,0
6102,0,39,11,17,18,21,106,34,7,10,0,0
6103,1,40,14,16,16,24,110,39,8,8,1,1
6104,1,46,13,10,21,24,115,39,8,10,1,1
6105,0,35,10,15,7,27,95,30,6,5,0,0
6106,0,45,16,14,19,26,120,42,12,6,0,0
6107,1,47,16,14,12,24,124,41,15,9,0,1
6108,1,43,14,7,6,31,107,37,6,7,1,1
6109,0,36,8,17,9,22,97,31,8,0,0,0
6110,1,36,12,19,3,24,103,33,8,3,0,0
6111,0,36,12,17,10,24,101,33,9,2,0,0
6112,1,49,10,21,8,31,129,37,7,0,1,1
6113,0,47,15,12,6,29,121,32,5,2,0,0
6114,1,50,13,17,8,36,130,36,10,3,1,1
6115,0,43,18,12,5,23,116,31,4,3,0,0
6116,0,32,8,18,11,24,90,33,8,2,1,0
6117,1,44,11,16,6,23,115,54,5,6,0,1
6118,0,38,13,16,12,25,105,29,6,6,0,0
6119,1,42,10,21,16,26,115,32,7,4,1,1
6120,1,53,23,7,6,39,136,35,8,3,1,1
6121,0,37,10,16,6,23,100,26,6,3,0,0
6122,1,49,13,15,10,35,126,30,11,2,1,1
6123,0,38,15,15,9,23,106,29,8,4,0,0
6124,0,39,16,14,7,22,108,33,9,4,0,1
6125,1,43,11,13,9,26,110,31,8,1,1,0
6126,1,48,11,8,11,31,115,35,6,5,1,1
6127,0,45,13,7,11,27,110,32,6,3,0,0
6128,0,37,12,14,5,28,100,41,6,5,0,0
6129,1,38,18,12,6,21,106,37,7,8,1,1
6130,1,44,16,18,9,24,122,35,9,6,0,1
6131,0,34,17,7,10,25,92,28,6,2,1,0
6132,1,36,9,12,7,26,93,30,6,9,0,0
6133,0,33,6,18,16,26,90,35,6,8,0,0
6134,1,43,17,19,7,23,122,34,10,8,0,1
6135,0,36,16,20,9,25,108,28,4,3,1,0
6136,1,50,14,8,11,31,122,39,3,5,1,0
6137,0,45,15,11,10,25,116,31,7,5,0,0
6138,1,40,13,23,8,25,116,39,12,5,1,1
6139,0,37,11,11,9,24,96,27,6,5,0,0
6140,1,35,12,16,11,22,98,39,6,3,1,0
6141,0,34,7,6,6,18,81,35,7,6,0,1
6142,0,47,6,19,15,18,119,33,14,6,0,0
6143,1,49,11,13,14,30,122,35,8,12,1,1
6144,1,46,11,23,11,25,126,38,5,6,0,1
6145,0,46,14,9,3,33,115,33,7,4,0,0
6146,0,41,8,11,6,21,101,29,7,3,0,0
6147,1,39,8,25,16,24,111,30,8,5,1,1
6148,1,46,12,8,8,26,112,36,7,2,1,1
6149,0,36,12,14,7,22,98,33,4,5,0,0
6150,0,38,14,25,10,27,115,36,7,4,0,0
6151,1,46,19,19,13,35,130,39,8,9,1,1
6152,0,40,16,15,6,25,111,27,7,1,0,0
6153,1,42,11,26,7,26,121,30,8,4,1,1
6154,1,43,20,18,15,30,124,31,10,3,1,1
6155,0,46,16,12,5,33,120,29,7,7,0,0
6156,0,38,8,22,10,26,106,28,8,1,0,0
6157,1,39,12,20,15,20,110,28,9,3,1,1
6158,1,42,14,15,6,31,113,36,9,5,1,1
6159,0,37,12,21,14,18,107,32,12,4,0,0
6160,0,46,14,8,13,28,114,26,12,8,0,0
6161,1,41,17,21,14,25,120,36,6,8,1,0
6162,0,41,7,15,12,23,104,36,6,4,0,1
6163,1,39,14,23,8,25,115,29,11,3,1,0
6164,0,44,14,16,7,25,118,39,7,1,0,0
6165,1,42,11,24,9,29,119,43,5,3,1,1
6166,1,33,11,22,12,25,99,41,8,7,0,1
6167,0,35,14,10,18,23,94,37,11,3,1,0
6168,1,44,16,16,15,30,120,36,11,5,1,1
6169,0,38,12,20,13,23,108,35,5,10,0,0
6170,0,41,11,10,10,23,103,31,2,4,0,0
6171,1,41,9,15,15,25,106,37,1,5,1,1
6172,0,41,8,11,10,22,101,30,7,12,0,0
6173,1,41,14,16,15,23,112,33,8,7,1,1
6174,0,42,11,9,7,24,104,32,5,7,0,1
6175,1,42,7,17,8,21,108,29,8,4,0,0
6176,1,44,20,16,6,25,124,35,6,1,0,0
6177,0,46,9,14,6,30,115,33,11,2,0,1
6178,0,40,15,22,13,27,117,32,3,6,0,0
6179,1,44,15,25,9,29,128,33,11,3,1,1
6180,1,47,20,12,9,27,126,31,11,3,1,0
6181,0,42,11,19,5,29,114,20,13,3,0,0
6182,1,46,13,6,7,29,111,36,5,6,1,0
6183,0,41,11,17,11,19,110,33,6,6,0,0
6184,1,42,12,16,7,27,112,35,13,3,1,1
6185,0,30,8,27,12,21,95,31,9,5,0,0
6186,0,43,12,22,10,30,120,41,8,7,0,1
6187,1,48,14,17,22,30,127,36,10,5,1,0
6188,0,38,14,11,15,27,101,37,9,2,0,1
6189,1,36,14,16,15,26,102,36,7,0,0,0
6190,1,39,10,19,11,22,107,29,8,0,1,0
6191,0,36,9,17,6,23,98,30,5,5,0,1
6192,0,35,19,16,7,22,105,24,9,4,0,0
6193,1,42,8,21,5,27,113,33,8,5,1,1
6194,1,37,9,19,11,23,102,44,4,9,1,1
