,outcome,sumfg,sumfg3,sumft,sumorb,sumast,sumpts,sumdrb,sumstl,sumblk,Offensive Effort,Defensive Effort
2102,1,45,13,16,9,36,119,46,4,3,0,0
2103,0,57,19,23,11,42,156,53,13,3,1,1
2104,0,48,10,21,9,22,127,31,6,4,0,0
2105,1,75,24,37,11,39,211,42,10,4,1,1
2106,0,65,15,32,16,27,177,48,6,8,1,1
2107,1,49,14,16,7,34,128,38,6,4,0,0
2108,0,39,10,24,9,24,112,35,4,8,0,0
2109,1,84,30,17,17,45,215,51,13,9,1,1
2110,0,65,23,25,1,50,178,46,18,17,0,1
2111,1,88,35,32,13,61,243,79,15,7,1,0
2112,1,75,29,16,23,58,195,71,16,4,1,1
2113,0,51,15,38,20,27,155,42,12,6,0,0
2114,1,62,24,51,22,41,199,90,19,3,1,1
2115,0,64,21,23,18,27,172,68,6,12,0,0
2116,0,66,30,36,18,47,198,57,18,21,0,1
2117,1,88,36,18,23,53,230,72,16,10,1,0
2118,0,45,14,18,12,30,122,37,5,6,0,0
2119,1,61,22,52,12,24,196,42,21,12,1,1
2120,1,64,19,41,24,32,188,48,22,7,0,1
2121,0,66,17,27,25,45,176,59,8,5,1,0
2122,1,81,38,27,15,39,227,54,17,10,0,1
2123,0,84,32,33,24,35,233,64,10,4,1,0
2124,0,73,30,42,9,35,218,65,18,4,0,0
2125,1,83,26,28,17,35,220,61,24,4,0,0
2126,0,79,26,19,13,61,203,63,6,3,0,0
2127,1,69,39,53,15,43,230,65,8,10,1,1
2128,1,85,40,34,8,50,244,63,7,2,1,0
2129,0,64,26,39,10,38,193,70,4,6,0,1
2130,0,65,19,35,11,40,184,51,14,5,0,0
2131,1,78,25,40,12,42,221,56,16,14,1,1
2132,0,65,10,40,30,44,180,72,22,7,1,0
2133,1,49,19,33,7,28,150,73,6,15,0,1
2134,0,70,26,31,20,49,197,67,10,5,0,0
2135,1,70,26,32,5,43,198,74,10,4,0,0
2136,1,74,36,35,14,34,219,54,6,10,1,1
2137,0,55,10,48,12,39,168,54,3,4,0,0
2138,0,61,23,27,21,34,172,49,2,8,0,0
2139,1,82,40,22,15,60,226,43,9,11,1,1
2140,1,82,26,51,15,49,241,74,10,8,1,1
2141,0,70,20,55,18,32,215,70,8,4,0,0
2142,0,60,28,33,10,41,181,67,6,9,1,0
2143,1,66,15,32,13,40,179,60,12,10,0,1
2144,1,76,38,32,22,42,222,60,16,6,1,0
2145,0,61,20,33,13,22,175,67,3,8,0,1
2146,0,60,19,32,7,45,171,60,21,9,0,1
2147,1,70,35,36,13,54,211,62,18,7,1,0
2148,1,83,28,18,23,49,212,69,18,6,1,1
2149,0,56,14,19,19,23,145,51,10,6,0,0
2150,1,74,26,24,22,50,198,85,9,7,1,0
2151,0,49,12,40,18,29,150,54,18,9,0,1
2152,0,54,29,26,11,42,163,52,11,6,0,0
2153,1,81,31,10,12,61,203,77,12,7,1,1
2154,0,87,34,33,13,53,241,69,10,4,1,0
2155,1,84,28,36,12,48,232,68,14,6,0,1
2156,1,56,13,41,4,25,166,67,12,13,0,1
2157,0,49,16,44,36,27,158,65,11,13,1,0
2158,0,58,22,17,32,32,155,53,4,9,0,0
2159,1,66,29,34,20,50,195,63,15,4,1,1
2160,0,73,22,37,10,43,205,51,19,7,0,0
2161,1,67,26,86,14,46,246,69,20,4,1,1
2162,0,76,30,32,8,28,214,84,18,12,0,1
2163,1,69,26,39,11,33,203,79,14,11,1,0
2164,1,81,31,23,5,51,216,72,22,6,1,1
2165,0,60,32,18,11,40,170,51,16,2,0,0
2166,1,76,20,56,23,52,228,85,11,15,1,1
2167,0,66,19,21,14,24,172,50,14,8,0,0
2168,0,72,36,48,19,36,228,49,10,9,0,0
2169,1,99,41,32,21,73,271,76,17,9,1,1
2170,1,99,26,33,20,40,257,81,14,10,1,1
2171,0,84,28,53,13,36,249,64,14,7,0,0
2172,1,59,18,31,15,31,167,56,7,7,1,0
2173,0,62,17,41,14,24,182,54,11,8,0,1
2174,0,83,31,21,31,41,218,40,2,8,1,0
2175,1,69,24,51,8,23,213,51,2,0,0,0
2176,0,57,26,12,6,39,152,48,14,7,0,0
2177,1,75,15,22,32,46,187,80,16,8,1,1
2178,0,82,46,18,16,50,228,64,14,4,1,1
2179,1,70,18,34,14,28,192,69,12,0,0,0
2180,1,84,31,24,15,51,223,79,10,7,1,0
2181,0,59,29,28,9,40,175,65,14,10,0,1
2182,1,94,34,40,22,58,262,52,14,14,1,1
2183,0,70,23,36,25,32,199,44,15,4,0,0
2184,1,73,25,28,9,37,199,57,8,9,1,1
2185,0,68,30,18,6,39,184,47,13,3,0,0
2186,0,76,24,41,14,37,217,45,16,11,0,1
2187,1,97,43,43,14,53,280,66,9,5,1,0
2188,1,83,38,17,18,49,221,86,23,6,1,1
2189,0,46,11,26,22,21,129,79,5,15,0,0
2190,1,95,28,42,14,53,260,66,22,10,1,1
2191,0,81,25,39,17,34,226,59,19,1,0,0
2192,1,71,31,36,11,50,209,92,9,7,1,1
2193,0,60,25,26,14,36,171,64,5,4,0,0
2194,0,72,22,20,15,39,186,63,10,5,0,0
2195,1,80,22,21,16,44,203,75,16,4,1,1
2196,1,64,30,25,6,37,183,71,13,4,1,0
2197,0,53,16,34,12,35,156,53,19,4,0,0
2198,1,67,33,39,12,32,206,68,13,8,1,1
2199,0,58,32,34,8,33,182,36,14,5,0,0
2200,1,77,23,49,24,40,226,66,15,4,1,1
2201,0,64,27,21,12,40,176,54,11,12,0,0
2202,0,68,29,18,8,35,183,70,27,10,0,1
2203,1,68,24,30,10,31,190,70,18,6,0,0
2204,1,47,13,16,13,33,123,62,11,8,1,1
2205,0,50,15,14,12,25,129,62,9,4,0,0
2206,1,52,28,41,6,30,173,63,11,14,0,1
2207,0,60,19,26,12,41,165,56,16,11,1,0
2208,1,61,34,32,20,34,188,59,22,14,1,1
2209,0,61,30,30,10,43,182,67,10,7,0,0
2210,1,70,31,50,13,44,221,58,24,7,1,1
2211,0,64,9,61,31,31,198,59,10,3,0,0
2212,0,62,14,23,9,34,161,61,9,12,0,1
2213,1,68,24,15,10,36,175,58,11,8,1,0
2214,0,59,18,31,21,36,167,52,18,10,0,1
2215,1,89,20,23,13,42,221,67,13,4,1,0
2216,1,68,27,37,8,32,200,65,25,6,1,1
2217,0,65,20,32,19,31,182,57,14,16,0,0
2218,1,70,36,54,18,52,230,80,6,12,1,1
2219,0,60,18,27,14,44,165,66,15,8,0,0
2220,0,55,13,34,9,26,157,67,9,3,0,1
2221,1,56,26,22,13,39,160,51,6,7,1,0
2222,1,68,25,23,27,30,184,45,18,13,0,1
2223,0,63,18,33,33,40,177,59,16,8,1,0
2224,0,66,43,33,12,40,208,45,12,4,0,0
2225,1,90,23,21,18,51,224,59,17,9,1,1
2226,0,79,34,35,11,63,227,67,16,2,1,0
2227,1,80,18,32,15,45,210,67,18,7,0,1
2228,0,71,18,13,15,52,173,44,19,0,0,0
2229,1,79,22,27,5,46,207,71,12,8,1,1
2230,1,63,21,39,7,37,186,66,10,8,1,0
2231,0,60,22,19,20,33,161,46,14,8,0,0
2232,0,63,22,26,11,40,174,41,14,1,0,0
2233,1,78,17,30,18,41,203,66,11,12,1,1
2234,1,66,21,41,9,41,194,81,11,12,1,1
2235,0,58,18,37,19,38,171,46,14,9,0,0
2236,0,75,37,30,22,55,217,80,10,7,1,0
2237,1,71,29,33,15,38,204,66,18,12,0,1
2238,0,42,16,39,9,32,139,55,7,9,0,0
2239,1,56,16,38,13,38,166,58,14,8,1,1
2240,0,48,25,54,1,45,175,48,17,11,0,0
2241,1,81,17,30,21,52,209,73,17,8,1,0
2242,1,64,22,38,11,34,188,63,10,8,0,0
2243,0,69,32,29,15,43,199,55,11,9,1,1
2244,1,61,17,22,16,34,161,55,21,7,1,0
2245,0,52,14,26,12,30,144,62,2,12,0,1
2246,0,62,26,32,17,30,182,39,10,6,0,0
2247,1,77,37,44,11,45,235,81,9,12,1,1
2248,1,63,19,33,10,41,178,57,15,5,0,0
2249,0,61,20,47,14,38,189,47,20,6,1,1
2250,0,69,29,36,11,39,203,52,18,9,0,0
2251,1,79,32,40,13,63,230,67,12,12,1,1
2252,1,69,25,24,19,30,187,65,6,7,1,1
2253,0,58,18,18,21,42,152,48,16,6,0,0
2254,0,57,16,34,9,32,164,52,8,5,0,0
2255,1,78,27,24,21,54,207,53,22,4,1,1
2256,0,71,18,39,14,41,199,53,5,2,0,0
2257,1,85,21,54,20,57,245,47,18,11,1,1
2258,1,70,14,47,14,52,201,69,16,5,0,1
2259,0,66,24,53,23,41,209,59,10,15,1,0
2260,0,58,14,37,13,35,167,42,19,8,0,0
2261,1,72,25,35,22,35,204,57,17,14,1,1
2262,1,66,19,41,15,46,192,62,15,3,1,0
2263,0,80,12,27,8,46,199,39,18,6,0,1
2264,0,66,25,29,14,49,186,61,5,10,0,1
2265,1,78,20,48,20,40,224,60,18,4,1,0
2266,0,68,18,34,8,36,188,49,6,6,0,0
2267,1,72,19,54,22,39,217,54,18,4,1,1
2268,1,70,21,43,19,48,204,62,13,5,0,0
2269,0,76,13,46,12,54,211,64,6,10,1,1
2270,0,63,15,43,16,34,184,47,7,4,0,0
2271,1,81,16,48,10,44,226,72,12,16,1,1
2272,0,75,27,18,20,46,195,49,14,4,0,0
2273,1,90,26,44,4,60,250,76,12,4,1,0
2274,1,74,29,48,17,48,225,88,14,16,1,1
2275,0,75,22,20,10,42,192,57,8,8,0,0
2276,1,93,29,17,32,54,232,52,12,6,1,1
2277,0,61,18,57,11,55,197,54,4,2,0,0
2278,0,66,28,44,20,41,204,58,14,4,1,0
2279,1,74,20,38,6,49,206,60,13,6,0,1
2280,1,69,28,36,18,45,202,59,9,8,1,0
2281,0,63,22,40,14,36,188,62,16,6,0,1
2282,0,75,28,34,23,37,212,54,18,10,0,1
2283,1,76,28,42,18,52,222,52,14,6,1,0
2284,1,78,19,18,24,42,193,64,9,8,0,1
2285,0,66,19,26,15,50,177,60,8,7,0,0
2286,1,71,25,38,20,36,205,60,17,9,1,1
2287,0,37,10,15,13,26,99,34,6,6,0,0
2288,1,74,23,21,16,39,192,47,17,4,0,0
2289,0,75,17,48,16,42,215,71,8,4,1,0
2290,1,72,27,11,18,35,182,45,12,10,0,1
2291,0,89,27,30,20,37,235,76,8,9,1,0
2292,1,83,27,47,13,43,240,71,10,6,1,1
2293,0,36,8,24,8,20,104,29,10,3,0,0
2294,0,45,16,8,8,29,114,24,10,4,0,0
2295,1,46,14,15,10,34,121,40,12,3,1,1
2296,0,82,15,30,16,51,209,61,10,17,1,1
2297,1,45,10,24,18,27,124,36,5,7,0,0
2298,1,46,8,21,10,28,121,40,6,9,0,0
2299,0,69,24,30,6,40,192,56,15,12,1,1
2300,0,87,18,19,7,50,211,62,10,13,1,1
2301,1,48,10,25,8,28,131,40,8,8,0,0
2302,0,45,8,3,7,29,101,37,5,2,0,0
2303,1,38,11,24,12,25,111,36,6,5,1,1
2304,0,81,12,32,14,48,206,65,20,4,1,1
2305,1,42,10,19,11,23,113,30,15,3,0,0
2306,1,69,15,34,14,42,187,58,22,14,1,1
2307,0,65,21,29,8,50,180,51,13,5,0,0
2308,0,72,18,42,12,33,204,63,11,0,0,0
2309,1,73,22,36,11,37,204,80,11,13,1,1
2310,0,60,18,26,11,31,164,55,8,4,0,0
2311,1,65,31,21,18,42,182,71,5,5,1,1
2312,1,42,19,10,8,30,113,37,13,7,1,1
2313,0,38,14,9,7,26,99,28,10,5,0,0
2314,0,61,16,21,33,37,159,45,11,9,0,0
2315,1,70,29,43,11,34,212,51,8,11,1,1
2316,0,58,17,45,15,44,178,36,12,1,0,0
2317,1,70,33,29,16,57,202,51,17,6,1,1
2318,0,76,26,38,6,35,216,46,25,6,0,0
2319,1,100,36,32,32,64,268,64,16,8,1,1
2320,1,69,27,36,8,53,201,56,20,4,1,1
2321,0,31,10,26,11,18,98,30,8,2,0,0
2322,0,34,10,21,10,14,99,33,5,6,0,0
2323,1,90,34,32,20,49,246,88,12,6,1,1
2324,0,34,16,22,13,23,106,28,7,7,1,0
2325,1,52,9,12,9,34,125,40,15,4,0,1
2326,0,37,13,20,13,27,107,34,11,8,1,1
2327,1,40,10,19,9,25,109,45,10,7,0,0
2328,1,48,13,19,7,29,128,44,13,4,0,0
2329,0,40,16,23,10,24,119,47,9,5,1,1
2330,1,75,25,64,23,43,239,74,8,10,1,0
2331,0,70,24,42,16,33,206,61,9,10,0,0
2332,0,45,14,30,17,32,134,47,8,5,0,0
2333,1,65,18,26,18,36,174,61,17,9,1,1
2334,0,45,11,25,10,27,126,32,5,5,0,0
2335,1,77,32,23,18,38,209,55,17,9,1,1
2336,0,73,20,16,19,38,182,53,14,9,1,1
2337,1,39,5,23,15,20,106,41,4,9,0,0
2338,1,47,14,11,14,36,119,39,4,3,1,0
2339,0,44,15,11,10,32,114,36,8,9,0,1
2340,1,45,13,13,12,21,116,28,9,5,0,0
2341,0,51,16,43,30,24,161,59,9,7,1,1
2342,1,48,11,23,11,25,130,43,8,0,0,0
2343,0,77,22,28,12,48,204,54,10,5,1,1
2344,0,44,17,23,7,27,128,47,4,6,0,1
2345,1,42,18,27,10,25,129,31,17,4,1,0
2346,0,63,31,25,6,36,182,49,6,6,1,1
2347,1,43,10,10,13,35,106,39,8,3,0,0
2348,1,48,9,13,11,31,118,34,13,6,0,0
2349,0,56,18,30,12,39,160,48,15,8,1,1
2350,0,70,18,25,12,36,183,59,21,11,1,1
2351,1,45,7,11,8,23,108,29,11,7,0,0
2352,1,80,27,46,18,47,233,75,16,4,1,1
2353,0,42,7,27,7,24,118,50,3,3,0,0
2354,1,91,22,26,8,54,230,70,12,22,1,1
2355,0,38,6,9,17,24,91,31,11,6,0,0
2356,1,36,5,21,13,15,98,43,11,4,0,0
2357,0,38,11,8,4,26,95,43,5,10,1,0
2358,0,80,14,37,31,45,211,53,13,7,1,1
2359,1,79,29,31,11,46,218,56,8,5,0,0
2360,1,83,27,20,13,54,213,68,12,5,1,1
2361,0,36,10,18,3,21,100,36,5,4,0,0
2362,1,37,9,37,11,19,120,34,6,3,0,0
2363,0,70,13,22,16,41,175,49,9,7,1,1
2364,1,70,38,54,13,51,232,63,10,10,1,1
2365,0,43,13,21,17,24,120,31,7,4,0,0
2366,0,58,22,21,19,35,159,47,20,8,0,1
2367,1,71,19,41,29,33,202,59,16,4,1,0
2368,1,76,22,25,15,57,199,70,11,12,1,1
2369,0,39,16,17,5,25,111,33,8,3,0,0
2370,0,80,20,30,11,40,210,64,11,8,1,0
2371,1,59,19,19,12,42,156,58,16,11,0,1
2372,0,40,15,14,7,21,109,30,9,5,0,0
2373,1,67,22,16,11,33,172,51,15,7,1,1
2374,0,32,7,15,14,22,86,29,13,10,0,0
2375,1,54,24,17,20,35,149,61,14,7,1,1
2376,0,35,13,23,16,21,106,29,8,6,0,0
2377,1,38,14,26,4,21,116,36,8,8,1,1
2378,1,66,14,49,21,36,195,54,15,4,1,1
2379,0,43,12,13,4,27,111,32,9,5,0,0
2380,1,75,31,19,11,54,200,64,12,15,1,1
2381,0,37,13,14,11,22,101,28,7,6,0,0
2382,0,62,16,18,4,37,158,45,14,8,0,0
2383,1,94,52,21,16,62,261,65,28,4,1,1
2384,0,43,11,10,10,20,107,37,3,7,0,1
2385,1,49,7,13,12,26,118,34,12,2,1,0
2386,1,46,13,40,12,35,145,69,16,16,1,1
2387,0,32,17,12,10,21,93,37,12,7,0,0
2388,0,37,3,9,7,18,86,34,8,3,0,0
2389,1,71,37,31,20,39,210,60,14,7,1,1
2390,0,79,19,30,13,47,207,55,11,8,1,1
2391,1,46,16,17,12,33,125,25,9,2,0,0
2392,1,38,15,24,5,26,115,32,7,1,0,0
2393,0,61,16,44,12,41,182,63,10,7,1,1
2394,1,75,25,13,16,42,188,52,26,18,0,1
2395,0,63,15,26,20,45,167,50,13,5,1,0
2396,0,91,36,57,29,48,275,61,9,3,1,0
2397,1,91,34,32,11,50,248,48,10,5,0,1
2398,1,43,15,17,12,30,118,38,6,6,0,0
2399,0,62,23,36,24,43,183,47,18,11,1,1
2400,1,80,32,29,18,51,221,58,21,7,1,1
2401,0,55,23,43,9,22,176,57,9,5,0,0
2402,1,68,25,43,17,45,204,77,8,9,0,0
2403,0,76,30,24,26,51,206,60,25,11,1,1
2404,1,89,27,29,13,48,234,76,8,6,1,1
2405,0,40,10,17,7,25,107,32,8,4,0,0
2406,1,45,13,19,10,26,122,35,10,6,1,1
2407,0,45,11,18,14,23,119,31,11,5,0,0
2408,0,37,12,13,11,22,99,32,5,6,0,0
2409,1,42,16,19,9,28,119,35,12,1,1,1
2410,1,44,13,12,14,23,113,44,9,4,1,1
2411,0,30,15,5,7,24,80,33,6,3,0,0
2412,0,33,7,19,10,17,92,38,2,5,0,0
2413,1,72,26,19,10,41,189,76,14,16,1,1
2414,0,51,5,24,13,32,131,57,9,4,1,1
2415,1,34,17,15,9,21,100,44,7,6,0,0
2416,1,78,32,13,9,44,201,69,10,12,1,1
2417,0,53,18,20,16,26,144,52,11,5,0,0
2418,1,50,14,19,9,34,133,35,9,3,0,0
2419,0,68,22,57,14,47,215,49,15,5,1,1
2420,1,79,31,24,17,39,213,64,15,6,1,1
2421,0,61,13,30,16,34,165,59,11,9,0,0
2422,0,35,9,14,10,23,93,32,9,4,0,0
2423,1,71,25,12,15,53,179,62,17,10,1,1
2424,1,61,22,34,8,35,178,87,16,6,1,1
2425,0,50,10,33,10,37,143,67,18,2,0,0
2426,0,59,20,17,13,48,155,51,11,2,0,0
2427,1,67,25,29,12,40,188,53,2,7,1,1
2428,0,61,14,11,11,35,147,61,19,17,1,1
2429,1,36,11,13,12,18,96,36,9,2,0,0
2430,0,31,7,29,3,19,98,41,4,9,0,0
2431,1,65,33,38,13,34,201,71,20,5,1,1
2432,0,38,6,14,6,18,96,36,10,6,0,0
2433,1,80,40,40,10,50,240,72,30,11,1,1
2434,0,42,13,12,11,17,109,32,9,3,0,0
2435,1,74,25,25,10,49,198,44,13,3,1,1
2436,1,82,28,26,30,51,218,78,16,12,1,1
2437,0,36,13,18,8,23,103,37,3,8,0,0
2438,0,53,25,37,22,32,168,58,12,14,1,1
2439,1,63,21,11,21,46,158,55,3,4,0,0
2440,0,59,22,20,21,43,160,55,15,8,1,1
2441,1,38,7,13,15,19,96,31,10,2,0,0
2442,1,36,13,17,6,15,102,42,10,10,1,1
2443,0,35,9,15,14,11,94,33,5,4,0,0
2444,0,34,19,15,5,22,102,27,6,4,0,0
2445,1,63,19,20,13,35,165,61,5,4,1,0
2446,1,35,14,36,14,26,120,36,6,7,1,1
2447,0,38,14,26,10,21,116,30,6,4,0,0
2448,1,38,13,19,6,22,108,46,5,5,1,1
2449,0,40,10,9,15,21,99,40,7,1,0,0
2450,0,38,13,23,14,34,112,26,15,5,0,0
2451,1,78,27,28,11,60,211,56,15,10,1,1
2452,0,70,26,46,10,45,212,66,9,11,0,1
2453,1,72,20,45,20,46,209,52,13,5,1,0
2454,1,39,13,27,11,16,118,37,11,2,0,0
2455,0,74,22,38,19,45,208,57,10,7,1,1
2456,1,77,24,18,22,64,196,52,7,10,1,1
2457,0,41,16,22,8,29,120,25,8,7,0,0
2458,1,49,13,26,11,23,137,42,4,7,0,0
2459,0,66,21,45,22,24,198,46,12,2,1,1
2460,1,80,24,25,21,44,209,71,17,10,1,1
2461,0,63,15,14,24,38,155,54,10,6,0,0
2462,1,68,29,23,21,62,188,52,8,6,1,0
2463,0,44,10,11,9,30,109,27,11,6,0,0
2464,1,74,32,28,11,41,208,51,9,4,1,0
2465,0,68,19,44,14,40,199,57,7,5,0,1
2466,0,44,6,15,14,23,109,31,13,4,0,0
2467,1,78,37,19,16,49,212,79,5,14,1,1
2468,0,75,20,34,18,47,204,50,8,3,1,0
2469,1,68,12,34,14,42,182,50,12,10,0,1
2470,1,51,23,12,3,41,137,45,4,6,1,0
2471,0,34,10,28,11,20,106,41,5,6,0,0
2472,1,78,32,38,20,47,226,78,8,6,1,1
2473,0,30,11,29,7,17,100,28,5,4,0,0
2474,1,77,25,20,7,63,199,73,13,0,1,1
2475,0,29,13,19,6,20,90,32,6,4,0,0
2476,0,43,17,12,6,27,115,25,9,5,0,0
2477,1,91,23,26,14,57,231,76,11,6,1,1
2478,1,45,19,9,5,32,118,37,10,8,1,1
2479,0,44,9,19,16,26,116,41,5,4,0,0
2480,0,33,10,7,9,20,83,26,12,4,0,0
2481,1,38,15,12,18,22,103,36,9,7,1,1
2482,0,36,13,16,8,30,101,39,4,4,0,0
2483,1,75,19,21,25,61,190,68,12,7,1,1
2484,1,73,28,52,22,30,226,80,5,18,1,1
2485,0,36,13,29,8,20,114,29,13,4,0,0
2486,1,82,25,15,8,52,204,70,17,5,1,1
2487,0,52,17,31,9,26,152,52,7,4,0,0
2488,1,71,15,52,19,35,209,55,17,3,1,1
2489,0,42,11,21,10,24,116,32,8,4,0,0
2490,0,77,27,20,12,55,201,63,9,12,1,1
2491,1,44,20,8,11,23,116,33,9,3,0,0
2492,1,75,17,18,18,46,185,82,13,14,1,1
2493,0,59,18,14,7,37,150,54,23,6,0,0
2494,1,40,16,15,11,27,111,41,5,5,0,0
2495,0,61,33,12,16,31,167,58,16,5,1,1
2496,0,65,13,29,18,47,172,74,10,1,1,0
2497,1,32,11,27,8,22,102,41,11,7,0,1
2498,0,39,8,15,8,25,101,27,10,2,0,0
2499,1,64,20,49,20,34,197,55,10,5,1,1
2500,0,39,8,21,5,19,107,34,7,12,0,1
2501,1,42,9,21,7,21,114,31,10,9,1,0
2502,1,70,20,20,29,38,180,60,12,7,0,0
2503,0,66,23,44,12,48,199,65,3,13,1,1
2504,0,38,13,26,15,20,115,32,6,3,0,0
2505,1,90,32,23,17,59,235,69,9,6,1,1
2506,0,44,4,18,9,25,110,43,11,0,1,1
2507,1,40,19,12,4,28,111,34,10,5,0,0
2508,1,67,11,17,14,33,162,49,16,7,1,0
2509,0,63,25,7,17,30,158,49,8,13,0,0
2510,0,36,4,18,13,24,94,32,9,4,1,0
2511,1,40,12,13,8,20,105,35,4,4,0,0
2512,1,81,30,33,2,58,225,53,15,9,0,1
2513,0,85,32,44,14,47,246,43,16,3,1,0
2514,1,76,42,40,15,52,234,63,6,6,1,1
2515,0,39,14,23,10,18,115,32,6,5,0,0
2516,0,49,14,12,10,27,124,33,3,2,0,0
2517,1,47,14,20,12,30,128,27,8,3,1,1
2518,1,66,28,24,15,36,184,48,17,9,0,0
2519,0,67,15,29,7,38,178,66,11,11,1,1
2520,1,76,31,46,13,54,229,72,23,14,1,1
2521,0,69,25,26,15,38,189,67,14,1,0,0
2522,0,81,17,22,18,41,201,74,4,7,1,1
2523,1,43,16,16,6,28,118,34,4,3,0,0
2524,1,36,13,9,7,24,94,30,11,3,0,0
2525,0,60,19,8,16,42,147,62,23,11,1,1
2526,0,39,14,25,15,24,117,33,11,4,0,0
2527,1,73,26,28,10,39,200,60,15,11,1,1
2528,1,63,20,34,13,31,180,53,16,4,0,1
2529,0,75,22,24,9,39,196,48,14,6,1,0
2530,1,37,11,25,9,23,110,37,13,4,0,0
2531,0,77,33,12,18,39,199,75,20,14,1,1
2532,1,40,20,15,9,25,115,29,13,3,0,0
2533,0,67,27,22,15,43,183,47,12,7,1,1
2534,1,51,22,8,7,34,132,42,6,8,1,1
2535,0,34,8,14,9,17,90,33,5,2,0,0
2536,0,46,10,13,9,26,115,32,10,3,0,0
2537,1,78,21,42,19,39,219,59,5,12,1,1
2538,0,52,20,21,4,37,145,60,9,6,0,0
2539,1,80,25,22,22,44,207,57,20,11,1,1
2540,0,84,22,34,18,35,224,69,9,8,1,0
2541,1,77,40,14,15,49,208,62,10,11,0,1
2542,1,41,16,20,16,33,118,29,10,4,1,1
2543,0,38,15,19,10,29,110,26,6,4,0,0
2544,0,52,15,23,18,24,142,57,12,9,1,1
2545,1,38,11,14,11,16,101,51,2,7,0,0
2546,0,46,15,16,3,36,123,23,9,8,0,1
2547,1,53,20,18,12,30,144,32,8,5,1,0
2548,0,64,27,43,30,46,198,51,19,8,1,1
2549,1,40,15,18,6,27,113,35,11,7,0,0
2550,1,74,39,25,10,46,212,67,6,15,1,1
2551,0,38,6,16,10,17,98,33,11,2,0,0
2552,0,44,12,17,13,23,117,39,2,4,0,0
2553,1,86,32,31,8,56,235,70,12,4,1,1
2554,0,36,7,11,14,16,90,33,6,4,0,0
2555,1,64,21,27,17,44,176,60,22,6,1,1
2556,0,48,15,11,11,29,122,42,1,7,1,1
2557,1,44,13,24,12,22,125,36,8,3,0,0
2558,1,70,15,24,22,48,179,49,18,11,0,1
2559,0,76,20,11,34,40,183,46,14,6,1,0
2560,1,75,31,32,16,34,213,66,14,7,1,1
2561,0,33,8,25,6,21,99,41,4,5,0,0
2562,1,83,27,39,18,57,232,91,5,9,1,1
2563,0,61,19,33,11,34,174,41,13,3,0,0
2564,0,65,17,34,9,35,181,57,5,3,1,0
2565,1,49,15,16,3,24,129,31,12,4,0,1
2566,0,29,10,18,11,21,86,28,10,7,0,1
2567,1,54,17,23,22,27,148,76,4,6,1,0
2568,1,38,13,17,12,30,106,39,2,10,0,0
2569,0,39,13,14,13,20,105,35,8,10,0,0
2570,0,37,12,16,13,22,102,30,7,8,0,0
2571,1,88,18,34,18,50,228,69,23,16,1,1
2572,0,47,18,15,3,30,127,35,6,2,0,0
2573,1,77,39,31,16,50,224,41,22,9,1,1
2574,1,34,9,19,9,19,96,43,6,3,0,1
2575,0,36,8,8,9,21,88,36,4,5,0,0
2576,1,70,23,15,13,37,178,61,16,6,1,1
2577,0,45,8,29,11,30,127,42,5,1,0,0
2578,1,64,31,36,24,33,195,72,12,5,1,1
2579,0,57,13,17,12,34,144,67,4,19,0,0
2580,1,38,13,20,5,28,109,32,8,8,0,0
2581,0,54,15,13,25,34,136,48,8,7,1,0
2582,0,37,11,6,10,20,91,30,11,7,0,0
2583,1,69,9,30,11,52,177,55,17,11,1,1
2584,1,87,24,28,20,43,226,62,25,13,1,1
2585,0,39,11,10,15,24,99,29,5,4,0,0
2586,1,64,24,35,15,29,187,55,16,10,1,1
2587,0,40,19,12,7,27,111,36,6,5,0,0
2588,0,47,13,15,10,26,122,27,14,3,0,0
2589,1,47,15,18,7,29,127,37,6,9,1,1
2590,0,71,8,44,15,31,194,61,5,11,0,0
2591,1,82,29,31,18,48,224,63,5,6,1,0
2592,1,82,29,18,12,52,211,55,11,9,0,1
2593,0,74,32,19,14,45,199,42,23,8,1,0
2594,0,35,8,9,12,23,87,28,7,4,0,0
2595,1,68,38,17,15,40,191,54,10,15,1,1
2596,0,34,13,14,10,25,95,36,8,8,0,0
2597,1,39,9,17,10,26,104,40,9,9,1,1
2598,0,38,12,12,10,23,100,32,14,5,0,0
2599,1,81,27,37,21,44,226,79,15,21,1,1
2600,0,36,7,23,7,18,102,45,1,5,0,0
2601,1,41,10,20,7,26,112,39,8,5,1,0
2602,0,90,35,35,22,46,250,54,10,7,0,0
2603,1,83,37,23,30,60,226,57,15,11,1,1
2604,0,38,10,7,15,26,93,38,8,7,0,0
2605,1,73,29,14,22,41,189,72,14,21,1,1
2606,0,36,14,15,13,25,101,34,8,3,0,0
2607,1,77,33,18,18,57,205,66,20,14,1,1
2608,1,62,35,40,5,48,199,55,8,10,1,1
2609,0,42,10,12,12,18,106,36,4,4,0,0
2610,1,85,15,18,21,56,203,53,20,8,1,1
2611,0,39,9,20,11,27,107,37,3,6,0,0
2612,1,83,31,23,21,49,220,56,4,7,1,1
2613,0,66,18,18,14,32,168,44,5,3,0,0
2614,1,90,30,34,23,48,244,70,9,8,1,1
2615,0,37,10,15,9,23,99,33,4,6,0,0
2616,1,65,36,24,19,39,190,43,11,12,1,1
2617,0,44,19,19,8,35,126,34,4,2,0,0
